 Óbitos de mulheres em idade fértil e óbitos maternos - Brasil
Óbitos maternosÓbitos maternos tardios por Município
Período:1996-2021
"Município";"Óbitos_maternos";"Óbitos_maternos_tardios"
"510885 NOVA MARILANDIA";1;-
"510890 NOVA MARINGA";1;-
"510895 NOVA MONTE VERDE";3;-
" MUNICIPIO IGNORADO - GO";2;-
"520005 ABADIA DE GOIAS";1;-
"520010 ABADIANIA";4;-
"520013 ACREUNA";5;-
"520015 ADELANDIA";1;-
"520017 AGUA FRIA DE GOIAS";-;-
"520020 AGUA LIMPA";-;-
"520025 AGUAS LINDAS DE GOIAS";49;1
"520030 ALEXANIA";9;-
"520050 ALOANDIA";-;-
"520055 ALTO HORIZONTE";1;-
"520060 ALTO PARAISO DE GOIAS";1;-
"520080 ALVORADA DO NORTE";3;-
"520082 AMARALINA";-;-
"520085 AMERICANO DO BRASIL";1;-
"520090 AMORINOPOLIS";-;1
"520110 ANAPOLIS";96;4
"520120 ANHANGUERA";-;-
"520130 ANICUNS";5;-
"520140 APARECIDA DE GOIANIA";104;2
"520145 APARECIDA DO RIO DOCE";-;-
"520150 APORE";1;-
"520160 ARACU";2;-
"520170 ARAGARCAS";3;-
"520180 ARAGOIANIA";-;-
"520215 ARAGUAPAZ";1;-
"520235 ARENOPOLIS";-;-
"520250 ARUANA";3;-
"520260 AURILANDIA";1;-
"520280 AVELINOPOLIS";-;-
"520310 BALIZA";-;-
"520320 BARRO ALTO";3;-
"520330 BELA VISTA DE GOIAS";6;-
"520340 BOM JARDIM DE GOIAS";2;-
"520350 BOM JESUS DE GOIAS";3;-
"520355 BONFINOPOLIS";1;-
"520357 BONOPOLIS";2;-
"520360 BRAZABRANTES";-;-
"520380 BRITANIA";-;-
"520390 BURITI ALEGRE";1;-
"520393 BURITI DE GOIAS";-;-
"520396 BURITINOPOLIS";-;-
"520400 CABECEIRAS";1;-
"520410 CACHOEIRA ALTA";2;-
"520420 CACHOEIRA DE GOIAS";-;-
"520425 CACHOEIRA DOURADA";3;-
"520430 CACU";4;-
"520440 CAIAPONIA";3;-
"520450 CALDAS NOVAS";12;-
"520455 CALDAZINHA";-;-
"520460 CAMPESTRE DE GOIAS";-;-
"520465 CAMPINACU";1;-
"520470 CAMPINORTE";3;-
"520480 CAMPO ALEGRE DE GOIAS";3;-
"520485 CAMPO LIMPO DE GOIAS";1;-
"520490 CAMPOS BELOS";13;-
"520495 CAMPOS VERDES";3;-
"520500 CARMO DO RIO VERDE";1;-
"520505 CASTELANDIA";1;-
"520510 CATALAO";20;-
"520520 CATURAI";1;-
"520530 CAVALCANTE";5;-
"520540 CERES";3;1
"520545 CEZARINA";4;-
"520547 CHAPADAO DO CEU";4;-
"520549 CIDADE OCIDENTAL";11;-
"520551 COCALZINHO DE GOIAS";5;-
"520552 COLINAS DO SUL";1;-
"520570 CORREGO DO OURO";-;-
"520580 CORUMBA DE GOIAS";-;-
"520590 CORUMBAIBA";3;-
"520620 CRISTALINA";8;-
"520630 CRISTIANOPOLIS";-;-
"520640 CRIXAS";4;-
"520650 CROMINIA";-;-
"520660 CUMARI";1;-
"520670 DAMIANOPOLIS";-;-
"520680 DAMOLANDIA";1;-
"520690 DAVINOPOLIS";-;-
"520710 DIORAMA";-;-
"520725 DOVERLANDIA";-;-
"520735 EDEALINA";-;-
"520740 EDEIA";4;-
"520750 ESTRELA DO NORTE";2;-
"520753 FAINA";2;-
"520760 FAZENDA NOVA";-;-
"520780 FIRMINOPOLIS";1;-
"520790 FLORES DE GOIAS";-;-
"520800 FORMOSA";24;2
"520810 FORMOSO";1;-
"520815 GAMELEIRA DE GOIAS";1;-
"520830 DIVINOPOLIS DE GOIAS";-;-
"520840 GOIANAPOLIS";2;-
"520850 GOIANDIRA";-;-
"520860 GOIANESIA";8;-
"520870 GOIANIA";281;3
"520880 GOIANIRA";13;1
"520890 GOIAS";4;-
"520910 GOIATUBA";5;-
"520915 GOUVELANDIA";1;-
"520920 GUAPO";2;-
"520929 GUARAITA";-;-
"520940 GUARANI DE GOIAS";1;-
"520945 GUARINOS";1;-
"520960 HEITORAI";1;-
"520970 HIDROLANDIA";4;-
"520980 HIDROLINA";-;-
"520990 IACIARA";2;-
"520993 INACIOLANDIA";1;-
"520995 INDIARA";4;-
"521000 INHUMAS";8;1
"521010 IPAMERI";3;-
"521015 IPIRANGA DE GOIAS";1;-
"521020 IPORA";4;1
"521030 ISRAELANDIA";-;-
"521040 ITABERAI";6;-
"521056 ITAGUARI";1;-
"521060 ITAGUARU";-;-
"521080 ITAJA";1;-
"521090 ITAPACI";1;1
"521100 ITAPIRAPUA";4;-
"521120 ITAPURANGA";7;1
"521130 ITARUMA";3;-
"521140 ITAUCU";-;-
"521150 ITUMBIARA";18;-
"521160 IVOLANDIA";-;-
"521170 JANDAIA";2;-
"521180 JARAGUA";13;-
"521190 JATAI";23;1
"521200 JAUPACI";-;-
"521205 JESUPOLIS";-;-
"521210 JOVIANIA";-;-
"521220 JUSSARA";7;-
"521225 LAGOA SANTA";-;-
"521230 LEOPOLDO DE BULHOES";1;-
"521250 LUZIANIA";46;1
"521260 MAIRIPOTABA";-;-
"521270 MAMBAI";1;-
"521280 MARA ROSA";1;-
"521290 MARZAGAO";1;-
"521295 MATRINCHA";-;-
"521300 MAURILANDIA";2;-
"521305 MIMOSO DE GOIAS";-;-
"521308 MINACU";11;-
"521310 MINEIROS";11;-
"521340 MOIPORA";-;-
"521350 MONTE ALEGRE DE GOIAS";4;-
"521370 MONTES CLAROS DE GOIAS";3;-
"521375 MONTIVIDIU";4;-
"521377 MONTIVIDIU DO NORTE";-;-
"521380 MORRINHOS";3;-
"521385 MORRO AGUDO DE GOIAS";-;-
"521390 MOSSAMEDES";-;-
"521400 MOZARLANDIA";3;-
"521405 MUNDO NOVO";1;-
"521410 MUTUNOPOLIS";2;-
"521440 NAZARIO";3;-
"521450 NEROPOLIS";9;-
"521460 NIQUELANDIA";11;-
"521470 NOVA AMERICA";-;-
"521480 NOVA AURORA";-;-
"521483 NOVA CRIXAS";1;-
"521486 NOVA GLORIA";-;-
"521487 NOVA IGUACU DE GOIAS";-;-
"521490 NOVA ROMA";2;1
"521500 NOVA VENEZA";2;-
"521520 NOVO BRASIL";-;-
"521523 NOVO GAMA";24;1
"521525 NOVO PLANALTO";1;-
"521530 ORIZONA";-;-
"521540 OURO VERDE DE GOIAS";-;-
"521550 OUVIDOR";-;-
"521560 PADRE BERNARDO";4;-
"521565 PALESTINA DE GOIAS";1;-
"521570 PALMEIRAS DE GOIAS";4;-
"521580 PALMELO";-;-
"521590 PALMINOPOLIS";-;-
"521600 PANAMA";-;-
"521630 PARANAIGUARA";-;-
"521640 PARAUNA";3;-
"521645 PEROLANDIA";-;-
"521680 PETROLINA DE GOIAS";2;-
"521690 PILAR DE GOIAS";1;-
"521710 PIRACANJUBA";3;-
"521720 PIRANHAS";2;-
"521730 PIRENOPOLIS";7;1
"521740 PIRES DO RIO";7;-
"521760 PLANALTINA";29;-
"521770 PONTALINA";3;-
"521800 PORANGATU";10;-
"521805 PORTEIRAO";-;-
"521810 PORTELANDIA";2;-
"521830 POSSE";10;-
"521839 PROFESSOR JAMIL";1;-
"521850 QUIRINOPOLIS";7;-
"521860 RIALMA";3;1
"521870 RIANAPOLIS";1;-
"521878 RIO QUENTE";2;-
"521880 RIO VERDE";43;-
"521890 RUBIATABA";5;1
"521900 SANCLERLANDIA";1;-
"521910 SANTA BARBARA DE GOIAS";4;-
"521920 SANTA CRUZ DE GOIAS";1;-
"521925 SANTA FE DE GOIAS";2;-
"521930 SANTA HELENA DE GOIAS";6;-
"521935 SANTA ISABEL";1;-
"521940 SANTA RITA DO ARAGUAIA";5;-
"521945 SANTA RITA DO NOVO DESTINO";1;-
"521950 SANTA ROSA DE GOIAS";-;-
"521960 SANTA TEREZA DE GOIAS";-;-
"521970 SANTA TEREZINHA DE GOIAS";6;-
"521971 SANTO ANTONIO DA BARRA";-;-
"521973 SANTO ANTONIO DE GOIAS";-;-
"521975 SANTO ANTONIO DO DESCOBERTO";10;-
"521980 SAO DOMINGOS";3;-
"521990 SAO FRANCISCO DE GOIAS";-;-
"522000 SAO JOAO D'ALIANCA";-;-
"522005 SAO JOAO DA PARAUNA";-;-
"522010 SAO LUIS DE MONTES BELOS";8;-
"522015 SAO LUIZ DO NORTE";2;-
"522020 SAO MIGUEL DO ARAGUAIA";6;-
"522026 SAO MIGUEL DO PASSA QUATRO";-;-
"522028 SAO PATRICIO";-;-
"522040 SAO SIMAO";1;-
"522045 SENADOR CANEDO";21;-
"522050 SERRANOPOLIS";1;-
"522060 SILVANIA";2;-
"522068 SIMOLANDIA";1;-
"522070 SITIO D'ABADIA";2;-
"522100 TAQUARAL DE GOIAS";1;-
"522108 TERESINA DE GOIAS";2;-
"522119 TEREZOPOLIS DE GOIAS";4;-
"522130 TRES RANCHOS";1;-
"522140 TRINDADE";25;-
"522145 TROMBAS";2;-
"522150 TURVANIA";1;-
"522155 TURVELANDIA";1;-
"522157 UIRAPURU";-;-
"522160 URUACU";10;1
"522170 URUANA";-;-
"522180 URUTAI";-;-
"522185 VALPARAISO DE GOIAS";27;1
"522190 VARJAO";-;-
"522200 VIANOPOLIS";1;-
"522205 VICENTINOPOLIS";4;-
"522220 VILA BOA";1;-
"522230 VILA PROPICIO";1;-
" MUNICIPIO IGNORADO - DF";-;-
"530010 BRASILIA";520;8
"Total";45493;2808
 Fonte: MS/SVS/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Notas:
 
 Todas as informações são por local de residência da falecida.
 Para definição de óbitos de mulheres em idade fértil, óbitos maternos e óbitos maternos tardios,
 veja as Notas Técnicas.
 Nos casos de inconsistência entre a causa materna declarada e o momento da morte (durante a gravidez, parto ou aborto, durante o puerpério
 até 42 dias, durante o puerpério, de 43 dias a 1 ano ou fora destes períodos), para efeito de determinação se óbito materno ou não,
 foi priorizada a informação sobre a causa.
 Os campos referentes ao momento da morte (43 e 44), apesar de estarem tendo sua qualidade de preenchimento melhorada,
 apresentam ainda elevado percentual de inconsistências ou não preenchimento.
 Em 2011, houve uma mudança no conteúdo da Declaração de Óbito, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Sistema de Informações sobre Mortalidade - SIM. Consolidação da base de dados de 2011".
 No dia 01/04/2020, os arquivos do SIM referentes ao ano de notificação 2019 foram atualizados, com alteração das causas básicas de 4 registros e exclusão de 1 registro.
 
